Address Line 1,City,CO2 Emission,County,Facility ID,Gas Code,Gas Name,Latitude,Longitude,State Name,Year,Zip Code,Facility Name,geometry,is_major_city,distance_to_nearest_major_city
2672INDUSTRIAL PKWY,CALVERT CITY,1363.35,MARSHALL,1006621,N2O,NITROUS OXIDE,37.04659,-88.32708,KENTUCKY,2011,42029,WESTLAKE VINYLS INC,POINT (675293.239843196 1583252.777928859),no,168241.13773670487
1003 S. 5TH ST.,KEOKUK,482611.1,LEE,1001293,CO2,CARBON DIOXIDE,40.3883,-91.3953,IOWA,2011,52632,ROQUETTE AMERICA INC,POINT (387402.3117482803 1939868.1716054517),no,219469.50443141765
805 Blackgold Ct,TAFT,21.754,KERN,1006750,N2O,NITROUS OXIDE,35.18063,-119.4592,CALIFORNIA,2011,93268,TRC CYPRESS GROUP LLC,POINT (-2097021.2332706326 1607162.5323096202),no,152924.5551670327
580 TAMPICO RD,TAMPICO,1615.5,WHITESIDE,1001560,CH4,METHANE,41.59254,-89.78497,ILLINOIS,2011,61283,ALLIANCE PIPELINE LP,POINT (513902.19391284155 2082132.666653535),no,175479.30416710392
92-200 Farrington Highway,KAPOLEI,14858.8,HONOLULU,1007740,BIOCO2,BIOGENIC CO2,21.356648,-158.127993,HAWAII,2011,96707,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,POINT (-6146729.372435683 1905943.5713526523),no,3868874.7002401436
8040 North Gilmore Road,HAMILTON,0.5,BUTLER,1006507,CH4,METHANE,39.3528,-84.5183,OHIO,2011,45015,OMEGA JV2 HAMILTON,POINT (977990.7796344075 1873602.6897867196),no,23727.557650381044
800 INDUSTRIAL DRIVE,DENISON,12.5,CRAWFORD,1005415,CH4,METHANE,42.027778,-95.359718,IOWA,2011,51442,SMITHFIELD FRESH MEATS CORP-DENISON,POINT (52652.26310677719 2114197.0219848757),no,332187.62700862036
1080 INDUSTRIAL DRIVE,CHEROKEE,323841.9,COLBERT,1007770,CO2,CARBON DIOXIDE,34.80302,-87.93974,ALABAMA,2011,35616,CHEROKEE NITROGEN,POINT (730584.3261845316 1335764.7194904156),no,185108.49483736168
3237 VZCR 3204,WILLS POINT,99.0,VAN,1005131,CH4,METHANE,32.6319,-95.895,TEXAS,2011,75169,MYRTLE SPRINGS COMPRESSOR STATION,POINT (9796.624415933136 1062230.4337704636),no,83223.47834906794
285 HIGHWAY 71 SOUTH,ASHDOWN,1443923.8,LITTLE,1005994,BIOCO2,BIOGENIC CO2,33.64108,-94.11243,ARKANSAS,2011,71822,DOMTAR AW LLC ASHDOWN MILL,POINT (173863.67103498988 1176600.2988457745),no,263393.08239265904
100 Distribution Circle,MT. PLEASANT,27106.92,WESTMORELAND,1006009,SF6,SULFUR HEXAFLUORIDE,40.17811,-79.57707,PENNSYLVANIA,2011,15666,ABB INC.,POINT (1379413.1106253297 2026420.754204689),no,44613.3459653989
8700 Starview Drive,ANCHORAGE,603892.2,ANCHORAGE,1003493,CO2,CARBON DIOXIDE,61.2305,-149.71578,ALASKA,2011,99504,GEORGE SULLIVAN PLANT TWO,POINT (-3081092.245891592 5071175.43663734),no,2342538.473021675
2099 Holly Grove Road,SARDIS,25.628,PANOLA,1005244,N2O,NITROUS OXIDE,34.423067,-90.125564,MISSISSIPPI,2011,38666,ANR PIPELINE SARDIS CS,POINT (535385.1494305313 1278822.5928752262),no,78044.62744767417
8500 Station St. Suite 100,MENTOR,1.4,LAKE,1005251,CO2,CARBON DIOXIDE,41.67937,-81.33588,OHIO,2011,44060,ORWELL NATURAL GAS CO.,POINT (1207093.9815195762 2168355.078308013),no,36461.982872823464
165 BAREFOOT RD,SOUTHBRIDGE,214.6,WORCESTER,1005254,CO2,CARBON DIOXIDE,42.10516,-72.03195,MASSACHUSETTS,2011,1550,SOUTHBRIDGE RECYCLING & DISPOSAL PARK,POINT (1947989.1430068894 2369633.9233667683),no,59532.25922631357
217 South Jackson Street,TULLAHOMA,2171.25,COFFEE,1007828,CH4,METHANE,35.35971,-86.2096,TENNESSEE,2011,37388,ELK RIVER PUBLIC UTILITY DISTRICT,POINT (880492.9310163873 1412448.9065531099),no,104462.27885591655
2949 Hodges Farm Road,LAGRANGE,42417.0,LENOIR,1005026,CH4,METHANE,35.29357,-77.71334,NORTH CAROLINA,2011,28551,LENOIR COUNTY LANDFILL,POINT (1638778.3559260212 1517810.1378175619),no,103027.13225300865
2449 Stagecoach Road,OGLETHORPE,53709.5,MACON,1006209,CO2,CARBON DIOXIDE,32.2531,-84.0691,GEORGIA,2011,31068,INTERNATIONAL PAPER - FLINT RIVER MILL,POINT (1115534.1890250968 1090104.5119788682),no,171640.71546682593
1146 South County Road 101,COYANOSA,58240.0,PECOS,1004827,CH4,METHANE,31.159975,-103.104845,TEXAS,2011,79730,WAHA GAS PLANT,POINT (-674520.157797826 923485.619368774),no,478457.9896698828
2585 QUAIL AVE,ARTHUR,68.5,IDA,1006534,CH4,METHANE,42.33037,-95.34253,IOWA,2011,51431,FLINT HILLS RESOURCES ARTHUR LLC,POINT (53831.53713053198 2148047.196106189),no,337762.57213560643
11775 STATE ROUTE 220,WAVERLY,73235.0,PIKE,1006383,CH4,METHANE,39.082643,-82.957147,OHIO,2011,45690,PIKE SANITATION INC,POINT (1114324.0078467263 1860760.9494798067),no,101287.24016904451
9500 FM 1942,MONT BELVIEU,68.242,CHAMBERS,1004744,N2O,NITROUS OXIDE,29.854291,-94.917719,TEXAS,2011,77580,GULF COAST FRACTIONATORS,POINT (104495.08873292718 753802.8584291283),no,46100.61931515262
1501 OMNI WAY,ST. CLOUD,136.0,OSCEOLA,1004752,CO2,CARBON DIOXIDE,28.04932,-81.05266,FLORIDA,2011,34773,J.E.D. SOLID WASTE MANAGEMENT FACILITY,POINT (1468561.7304666743 669138.5493770979),no,54950.44264178924
2380 EMBARCADERO ROAD,PALO ALTO,84.334,SANTA,1005865,N2O,NITROUS OXIDE,37.44787,-122.10351,CALIFORNIA,2011,94303,PALO ALTO LANDFILL AND RECYCLING CENTER,POINT (-2258858.362768259 1913138.5584721626),no,27794.026187925447
2380 EMBARCADERO ROAD,PALO ALTO,7855.0,SANTA,1005865,BIOCO2,BIOGENIC CO2,37.44787,-122.10351,CALIFORNIA,2011,94303,PALO ALTO LANDFILL AND RECYCLING CENTER,POINT (-2258858.362768259 1913138.5584721626),no,27794.026187925447
100 North Halstead Street,HUTCHINSON,13.5,RENO,1004961,CH4,METHANE,38.05416,-97.88538,KANSAS,2011,67504,SONOCO HUTCHINSON,POINT (-163861.64058619735 1670520.67296362),no,311424.949260681
1304 S. Main St.,GARNETT,77.5,ANDERSON,1004792,CH4,METHANE,38.271522,-95.237414,KANSAS,2011,66032,EAST KANSAS AGRI-ENERGY,POINT (66085.80970904557 1693523.3202621527),no,112211.63474639291
1304 S. Main St.,GARNETT,22.5,ANDERSON,1004792,CH4,METHANE,38.271522,-95.237414,KANSAS,2011,66032,EAST KANSAS AGRI-ENERGY,POINT (66085.80970904557 1693523.3202621527),no,112211.63474639291
7352 NW US 75 HWY,TOPEKA,105.939,SHAWNEE,1007832,N2O,NITROUS OXIDE,39.17913,-95.72006,KANSAS,2011,66618,ROLLING MEADOWS LANDFILL,POINT (23960.201705496434 1795022.3873334073),no,100025.06055482075
151 Oss Great Lakes Road,CRYSTAL FALLS,39.038,IRON,1004927,N2O,NITROUS OXIDE,46.1006,-88.4687,MICHIGAN,2011,49968,GREAT LAKES GAS TRANSMISSION PIPELINE CRYSTAL FALLS CS#8,POINT (582735.6065224955 2591127.3465573667),no,340473.5251583331
11039 150TH AVENUE,BIG RAPIDS,17.88,MECOSTA,1004933,N2O,NITROUS OXIDE,43.6249,-85.3844,MICHIGAN,2011,49307,ANR PIPELINE WOOLFOLK CS,POINT (851251.4005340656 2340068.602890644),no,217608.41104816954
3741 Brandon Road,CLOQUET,39.336,ST.,1004934,N2O,NITROUS OXIDE,46.78611,-92.70141,MINNESOTA,2011,55720,GREAT LAKES GAS TRANSMISSION PIPELINE CLOQUET CS#5,POINT (252807.9710646402 2648401.5531767895),no,207086.67810455957
EAST 315 BABB ROAD,ROSALIA,2732.25,WHITMAN,1004773,CH4,METHANE,47.277262,-117.406708,WASHINGTON,2011,99170,GAS TRANSMISSION NORTHWEST PIPELINE ROSALIA CS#6,POINT (-1614985.6902481054 2881023.271030663),no,375064.641363026
2401 E. 86TH ST.,BLOOMINGTON,1.5,HENNEPIN,1000354,CH4,METHANE,44.84786,-93.23745,MINNESOTA,2011,55425,SKYWATER TECHNOLOGY FOUNDRY INC,POINT (217993.49103414075 2431956.5411935705),no,13091.622600035082
25205 WEST RYE CANYON ROAD,VALENCIA,19.072,LOS,1005063,N2O,NITROUS OXIDE,34.43993,-118.57646,CALIFORNIA,2011,91355,SOUTHERN CALIFORNIA GAS COMPANY - HONOR RANCHO,POINT (-2039132.148771043 1507513.307467136),no,39587.76650832539
13435 370TH AVENUE,MINA,90.294,EDMUNDS,1005353,N2O,NITROUS OXIDE,45.442417,-98.787139,SOUTH DAKOTA,2011,57451,ABERDEEN ENERGY LLC,POINT (-217993.84306433614 2498122.6566438666),no,436498.06195974996
10795 Hughes Rd,CINCINNATI,8.344,HAMILTON,1004856,N2O,NITROUS OXIDE,39.274673,-84.597814,OHIO,2011,45251,RUMPKE SANITARY LANDFILL,POINT (972298.6087909017 1864094.0948478319),yes,0.0
8614 Avenue 328,VISALIA,28122.5,TULARE,1004548,CH4,METHANE,36.38797,-119.39476,CALIFORNIA,2011,93291,VISALIA LANDFILL,POINT (-2058435.8976438332 1736844.0861231815),no,239657.73253097065
582 WILLAMETTE RD,BENNETTSVILLE,46598.3,MARLBORO,1004877,CO2,CARBON DIOXIDE,34.599747,-79.766787,SOUTH CAROLINA,2011,29512,FLAKEBOARD CAROLINA PARTICLEBOARD,POINT (1469860.0842853824 1407871.7285726967),no,118004.84916991527
5030 South S Street,FORT SMITH,13.6,SEBASTIAN,1004975,CO2,CARBON DIOXIDE,35.36353,-94.37573,ARKANSAS,2011,72903,ARKANSAS OKLAHOMA GAS CORP (AR),POINT (146321.89468136712 1368732.2095088118),no,361181.93293467216
5030 South S Street,FORT SMITH,11496.0,SEBASTIAN,1004975,CH4,METHANE,35.36353,-94.37573,ARKANSAS,2011,72903,ARKANSAS OKLAHOMA GAS CORP (AR),POINT (146321.89468136712 1368732.2095088118),no,361181.93293467216
320 WESTFALL ROAD,DELANSON,2417.0,SCHOHARIE,1004323,CH4,METHANE,42.69996,-74.22811,NEW YORK,2011,12053,IROQUOIS GAS TRANSMISSION SYSTEM  L.P. - WRIGHT COMPRESSOR STATION,POINT (1757691.0759945526 2391403.9455722766),no,209115.90110097488
150 SOLANO WAY,MARTINEZ,2984.0,CONTRA,1007390,CH4,METHANE,38.0251,-122.0639,CALIFORNIA,2011,94553,TESORO REFINING AND MARKETING COMPANY GOLDEN EAGLE REFINERY,POINT (-2237995.7441922957 1974473.803165057),no,44861.35740708349
601 NORTH CHURCH STREET,SMITHFIELD,13.112,ISLE,1004116,N2O,NITROUS OXIDE,36.993608,-76.628908,VIRGINIA,2011,23430,SMITHFIELD FARMLAND CORP-SMITHFIELD,POINT (1696110.069981271 1723504.2646041354),no,59351.55692107462
1 LANDFILL WAY,MANCHESTER,38866.5,HARTFORD,1004184,CH4,METHANE,41.7738,-72.5647,CONNECTICUT,2011,6040,MANCHESTER LANDFILL,POINT (1914630.7530359244 2322884.59332453),no,94708.63823135538
2672 WILSON MILL ROAD,LAKE CORMORANT,30.098,DESOTO,1003915,N2O,NITROUS OXIDE,34.899192,-90.166389,MISSISSIPPI,2011,38641,TEXAS GAS TRANSMISSION - LAKE CORMORANT STATION,POINT (528402.2813521122 1331745.492166555),no,29622.152696339355
3562 State Route 1405,SLAUGHTERS,43547.2,WEBSTER,1003917,CO2,CARBON DIOXIDE,37.508333,-87.501944,KENTUCKY,2011,42456,TEXAS GAS TRANSMISSION - SLAUGHTERS STATION,POINT (743108.3310921269 1640967.4039292594),no,162645.9533199558
10313 WHITE OAK AVE,ST JOHN,16.092,LAKE,1004925,N2O,NITROUS OXIDE,41.431667,-87.488972,INDIANA,2011,46373,ANR PIPELINE ST. JOHN CS,POINT (704922.5903676857 2078904.2830286706),no,48266.82817008685
25923 US Highway 81,MEDFORD,858.75,GRANT,1004418,CH4,METHANE,36.77686,-97.75521,OKLAHOMA,2011,73759,OHL NGLP MEDFORD PLANT,POINT (-155193.24595274118 1527188.0633079945),no,383131.2233231644
30300 PETTIBONE ROAD,GLENWILLOW,3897.5,CUYAHOGA,1006345,CH4,METHANE,41.356822,-81.46377,OHIO,2011,44139,GLENWILLOW LANDFILL,POINT (1202149.4748916677 2131059.2886719364),no,22413.663579173597
4180 South US Highway 1,ROCKLEDGE,24.6,BREVARD,1004229,CO2,CARBON DIOXIDE,27.952165,-80.536618,FLORIDA,2011,32955,FLORIDA CITY GAS,POINT (1520559.6695107296 666662.7829784019),no,97862.5599763557
800 Gaston Road  Bld A,GASTONIA,48655.0,GASTON,1004567,CH4,METHANE,35.24976,-81.08879,NORTH CAROLINA,2011,28056,PSNC,POINT (1339821.925079726 1460077.5028269477),no,23785.00646509528
11700 W 31ST ST,WESTCHESTER,95113.25,DUPAGE,1003742,CH4,METHANE,41.83491,-87.91633,ILLINOIS,2011,60154,31ST STREET LANDFILL,POINT (665780.6473949605 2120776.497803245),no,18945.532735155844
3646 Reward Road,MCKITTRICK,439.252,KERN,1007955,N2O,NITROUS OXIDE,35.3087,-119.63235,CALIFORNIA,2011,93251,CYMRIC,POINT (-2108652.4429543614 1624888.815787239),no,173928.2246340982
7285 W 21200 N,PLYMOUTH,29.0,BOX,1005777,CH4,METHANE,41.8825,-112.1964,UTAH,2011,84330,NUCOR STEEL - UTAH,POINT (-1328205.5708817677 2211224.6851807265),no,125629.24003047303
525 RAPP RD,ALBANY,75360.75,ALBANY,1006276,CH4,METHANE,42.70324,-73.84958,NEW YORK,2011,12205,ALBANY LANDFILL,POINT (1787615.390145289 2398821.5008935267),no,207343.22836014556
5880 FM 1233,CRANE,5137.25,CRANE,1003767,CH4,METHANE,31.501667,-102.640277,TEXAS,2011,79731,TARGA MIDSTREAM SERVICES LLC - SANDHILLS GAS PLANT,POINT (-627834.6297103695 958226.5973035495),no,454756.97594191064
18 ROVER ST,EVERETT,112929.0,MIDDLESEX,1003769,CO2,CARBON DIOXIDE,42.393109,-71.064636,MASSACHUSETTS,2011,2149,DISTRIGAS OF MASSACHUSETTS LLC,POINT (2016478.3110540267 2420951.916242574),no,8477.485071404255
800 PINNACLE CREEK RD.,PINEVILLE,59632.7,WYOMING,1004677,CO2,CARBON DIOXIDE,37.54722,-81.49917,WEST VIRGINIA,2011,24874,PINNACLE MINING CO LLC - PINNACLE MINE,POINT (1264125.6955792103 1708710.3711272976),no,268630.4719473814
3165 WEST HAPPY VALLEY ROAD,PHOENIX,45100.0,MARICOPA,1004261,CH4,METHANE,33.71227,-112.12901,ARIZONA,2011,85027,CITY OF PHOENIX - SKUNK CREEK LANDFILL,POINT (-1477271.6479110997 1308489.1418337726),yes,0.0
8404 RIVER ROAD HIGHWAY 75,GEISMAR,210.25,ASCENSION,1004208,CH4,METHANE,30.209725,-91.012892,LOUISIANA,2011,70734,BASF CORP - GEISMAR SITE,POINT (479229.59242583695 805230.9372657476),no,424318.5881122405
5466 Gulf Beach Hwy,CAMERON,31907.1,CAMERON,1004048,CO2,CARBON DIOXIDE,29.765,-93.637778,LOUISIANA,2011,70631,TARGA MIDSTREAM SERVICES LLC - BARRACUDA GAS PROCESSING PLANT,POINT (228302.01980613498 746140.921204153),no,169211.89691444195
1546 SW China Grade Loop,BAKERSFIELD,186.96,KERN,1003998,SF6,SULFUR HEXAFLUORIDE,35.42686,-118.99222,CALIFORNIA,2011,93308,SYCAMORE COGENERATION FACILITY,POINT (-2049501.6248827388 1623713.5941661848),no,156162.9622875239
3450 S SPICELAND RD,NEW CASTLE,66715.75,HENRY,1003893,CH4,METHANE,39.881819,-85.40924,INDIANA,2011,47362,HAYES LANDFILL,POINT (895836.7221501376 1923704.3975176709),no,63569.97743211842
180 N. Meridian Road,MITCHELL,522160.0,LAWRENCE,1003891,CO2,CARBON DIOXIDE,38.739074,-86.45703,INDIANA,2011,47446,LEHIGH CEMENT COMPANY LLC,POINT (820361.1778358169 1786888.2678635435),no,119340.88840577351
ONE RESEARCH CIRCLE,NISKAYUNA,25.032,SCHENECTADY,1004412,N2O,NITROUS OXIDE,42.830953,-73.876394,NEW YORK,2011,12309,GE GLOBAL RESEARCH CENTER,POINT (1782198.1182076847 2412204.317296581),no,221612.17621339767
12000 LAWNDALE AVENUE,HOUSTON,1684835.0,HARRIS,1004130,CO2,CARBON DIOXIDE,29.7125,-95.235833,TEXAS,2011,77017,HOUSTON REFINING,POINT (73908.19012872029 737777.9488547974),yes,0.0
1201 Pitt Street,PITTSBURGH,192875.75,ALLEGHENY,1004429,CH4,METHANE,40.44692,-79.88594,PENNSYLVANIA,2011,15221,PEOPLES NATURAL GAS COMPANY  LLC,POINT (1348639.8849676365 2051661.5435709578),yes,0.0
N9585 STATE ROAD 80,NECEDAH,91262.8,JUNEAU,1005051,CO2,CARBON DIOXIDE,43.99187,-90.07219,WISCONSIN,2011,54646,MARQUIS ENERGY - WISCONSIN  LLC,POINT (473472.76382176747 2348184.48563344),no,198499.24677992324
45 Natural Bridge Road,DOUGLAS,6477.5,CONVERSE,1003848,CH4,METHANE,42.788059,-105.613954,WYOMING,2011,82633,THUNDER CREEK GAS SERVICES BUCKSHOT GAS PLANT,POINT (-780657.1595133939 2238543.49827811),no,344223.276373752
3900 HEBL AVE SW,IOWA CITY,18998.5,JOHNSON,1003812,CH4,METHANE,41.653529,-91.628034,IOWA,2011,52240,IOWA CITY SANITARY LANDFILL,POINT (361321.10288054374 2080460.365266781),no,326054.70593277994
10599 OLD HIGHWAY 99 SOUTH,DILLARD,6265.25,DOUGLAS,1004416,CH4,METHANE,43.0896,-123.4144,OREGON,2011,97432,ROSEBURG FOREST PRODUCTS - DILLARD,POINT (-2189480.2588255024 2550721.016185251),no,279432.49748248217
22481 E DEEP WELL RANCH,ELOY,0.298,PINAL,1006201,N2O,NITROUS OXIDE,32.774244,-111.32412,ARIZONA,2011,85231,CACTUS LANDFILL,POINT (-1421021.5556259782 1192922.4213383796),no,113845.13737065847
1030 West Broad Street,SMITHVILLE,31201.25,DEKALB,1004919,CH4,METHANE,35.965524,-85.849081,TENNESSEE,2011,37166,MIDDLE TENNESSEE NATURAL GAS UTILITY DISTRICT,POINT (905564.0853448007 1483286.584734125),no,86595.70685916033
2868 15TH STREET,LINEVILLE,23.244,WAYNE,1005953,N2O,NITROUS OXIDE,40.630044,-93.540108,IOWA,2011,50147,ANR PIPELINE LINEVILLE CS,POINT (206312.50914237797 1960229.8757054273),no,189398.5354884737
15550  68TH AVE.,COOPERSVILLE,193.1,OTTAWA,1007027,CO2,CARBON DIOXIDE,43.050628,-85.956758,MICHIGAN,2011,49404,OTTAWA COUNTY FARMS LANDFILL,POINT (812294.0149878758 2271320.0495376615),no,162919.22375226303
1020 Business Hwy 2,EAST GRAND FORKS,1628.57,POLK,1005751,N2O,NITROUS OXIDE,47.925833,-97.006111,MINNESOTA,2011,56721,AMERICAN CRYSTAL SUGAR - E GRAND FORKS,POINT (-75790.02435903426 2770383.469940316),no,436723.494835281
1020 Business Hwy 2,EAST GRAND FORKS,130120.75,POLK,1005751,CH4,METHANE,47.925833,-97.006111,MINNESOTA,2011,56721,AMERICAN CRYSTAL SUGAR - E GRAND FORKS,POINT (-75790.02435903426 2770383.469940316),no,436723.494835281
10873 SOUTH BACCHUS HWY (U-111),SOUTH JORDAN,107.5,SALT,1003864,CO2,CARBON DIOXIDE,40.558016,-112.055531,UTAH,2011,84095,TRANS-JORDAN LANDFILL,POINT (-1341695.7277716172 2063099.6495043035),no,26714.77854830367
4100 W FRONTAGE RD,HILLSIDE,17.2,COOK,1006289,CO2,CARBON DIOXIDE,41.87027,-87.88804,ILLINOIS,2011,60162,CONGRESS DEVELOPMENT CO LANDFILL,POINT (667767.7116554166 2124916.759137362),no,17006.270109923666
4537 S NUCOR RD,CRAWFORDSVILLE,67.646,MONTGOMERY,1004151,N2O,NITROUS OXIDE,39.9747,-86.8301,INDIANA,2011,47933,NUCOR STEEL INDIANA,POINT (775050.5912676902 1921564.7223997754),no,62089.37164419593
2266 E 500 SOUTH ROAD,BROOK,0.298,NEWTON,1003691,N2O,NITROUS OXIDE,40.926075,-87.347702,INDIANA,2011,47922,NEWTON COUNTY LANDFILL,POINT (721737.5593103798 2023591.0241822884),no,105826.06342569615
155 Private Road 1133,WASKOM,33.674,HARRISON,1007399,N2O,NITROUS OXIDE,32.472494,-94.071155,TEXAS,2011,75692,WASKOM GAS PROCESSING PLANT,POINT (180312.00076943406 1046277.4921057534),no,254021.07603304766
1695 E COUNTY RD. 506,BLYTHEVILLE,13.1,MISSISSIPPI,1004480,CO2,CARBON DIOXIDE,35.7858,-89.8699,ARKANSAS,2011,72315,MISSISSIPPI COUNTY LANDFILL,POINT (548825.1866822956 1432459.8305563482),no,76284.20374199709
1347 Graham Station Road,NEW HAVEN,23839.5,MASON,1001052,CH4,METHANE,38.9794,-81.9344,WEST VIRGINIA,2011,25265,MOUNTAINEER (1301),POINT (1202793.9287775687 1861775.156344917),no,144069.96993117253
2635 DRALLE ROAD,UNIVERSITY PARK,42251.4,WILL,1006403,CO2,CARBON DIOXIDE,41.4405,-87.7528,ILLINOIS,2011,60466,UNIVERSITY PARK ENERGY,POINT (683041.2107574338 2077962.511741713),no,44763.05691901781
7100 COUNTY ROAD 426  PO BOX 757,ESCANABA,1338485.0,DELTA,1003320,BIOCO2,BIOGENIC CO2,45.804799,-87.08978,MICHIGAN,2011,49829,VERSO ESCANABA LLC,POINT (692215.4153399805 2567662.9842472184),no,313165.7762406244
1619 SOUTH 78TH,ENID,625.8,GARFIELD,1002407,N2O,NITROUS OXIDE,36.37785,-97.75793,OKLAHOMA,2011,73701,KOCH FERITLIZER ENID LLC ENID NITROGEN PLT,POINT (-156260.51481806167 1482501.1600634053),no,410823.94276040536
2700 N. State Road 39,FRANKFORT,93510.6639,CLINTON,1002242,CH4,METHANE,40.325072,-86.558826,INDIANA,2011,46041,CLINTON COUNTY LANDFILL,POINT (794011.1812479043 1962871.1164328752),no,70635.54852748498
425 S SALEM CHURCH RD,YORK,71.2,YORK,1002115,BIOCO2,BIOGENIC CO2,39.935265,-76.823642,PENNSYLVANIA,2011,17408,MAGNESITA REFRACTORIES/YORK,POINT (1613217.573376621 2043040.9146644894),no,72827.4994256867
2514 Whipple Avenue SW,CANTON,10631.0,STARK,1003861,CO2,CARBON DIOXIDE,40.772304,-81.427606,OHIO,2011,44706,TIMKEN CO GAMBRINUS ROLLER PLANT,POINT (1215113.1452903023 2066838.345750858),no,81597.49900212888
4100 SARA ROAD,RIO RANCHO,16710.648,SANDOVAL,1003997,N2O,NITROUS OXIDE,35.23133,-106.65608,NEW MEXICO,2011,87124,INTEL CORPORATION - RIO RANCHO FACILITY,POINT (-959641.7480351768 1406545.0211779529),no,529103.4281942808
70 Big Sandy Road,KENOVA,5299.75,WAYNE,1004356,CH4,METHANE,38.343046,-82.551047,WEST VIRGINIA,2011,25530,COLUMBIA GAS TRANSMISSION LLC KENOVA CS,POINT (1160483.4656807033 1783527.2650303172),no,187874.0231447298
6124 Compressor Station Road,BRUCETON MILLS,14845.5,PRESTON,1007362,CO2,CARBON DIOXIDE,39.72025,-79.70002,WEST VIRGINIA,2011,26525,COLUMBIA GAS TRANSMISSION LLC BRUCETON MILLS CS,POINT (1377944.3135392598 1974092.7941561104),no,83922.84535280318
3225 Merk Road,COLLEGE PARK ROAD,21750.5,FULTON,1007007,CH4,METHANE,33.6688,-84.5701,GEORGIA,2011,30349,FULTON COUNTY MERK MILES ROAD LANDFILL,POINT (1049966.7897768063 1241187.512965085),no,17205.749041723342
7344 STATE ROAD 15 SOUTH,CLAYPOOL,39.038,KOSCIUSKO,1002988,N2O,NITROUS OXIDE,41.12639,-85.89325,INDIANA,2011,46510,LOUIS DREYFUS AGRICULTURAL INDUSTRIES LL,POINT (840256.1604342343 2057865.2003047806),no,152626.02996583906
2101 Cedar Springs Road  Suite 1500,DALLAS,32091.0,DALLAS,1009488,CH4,METHANE,32.7936,-96.80514,TEXAS,2011,75201,ROSEWOOD 540 DENVER BASIN,POINT (-74966.81330556738 1080580.5517181952),yes,0.0
71 Camp Run Rd,MANNINGTON,1460190.25,MARION,1008764,CH4,METHANE,39.515786,-80.443964,WEST VIRGINIA,2011,26582,HARRISON COUNTY MINE,POINT (1319364.127435041 1940942.895041574),no,110832.02921860071
2340 MOORESVILLE HWY,LEWISBURG,460.6,MARSHALL,1006260,CO2,CARBON DIOXIDE,35.451805,-86.843132,TENNESSEE,2011,37091,CEDAR RIDGE LANDFILL,POINT (822707.5382831689 1417028.7087534077),no,80754.2008291738
16113 FM 105,ORANGE,25572.3,ORANGE,1003149,CO2,CARBON DIOXIDE,30.070127,-93.954832,TEXAS,2011,77630,FLORIDA GAS TRANSMISSION COMPANY - VIDOR,POINT (196936.249453747 779276.6067805219),no,141847.2339106931
2615 260TH ST,ALBION,80.0,BOONE,1003150,CH4,METHANE,41.6775,-97.982222,NEBRASKA,2011,68620,VALERO RENEWABLE FUELS CAMPANY LLC  DBA VALERO ALBION PLANT,POINT (-163810.69501670334 2076538.594238211),no,406209.54460240563
3609 Hwy 90 W Lot 1,PATTERSON,4701.5,SAINT,1003185,CO2,CARBON DIOXIDE,29.713006,-91.308369,LOUISIANA,2011,70392,PELICAN PROCESSING PLANT,POINT (453579.83337274956 748735.4277850862),no,394500.1643757074
1445 PLETCHER ROAD,MODEL CITY,0.596,NIAGARA,1003732,N2O,NITROUS OXIDE,43.216083,-78.9705,NEW YORK,2011,14107,MODERN LANDFILL  INC,POINT (1369240.4935628227 2369847.130371399),no,295019.8748268179
2615 DAVIS STREET,SAN LEANDRO,8150.0,ALAMEDA,1003800,CH4,METHANE,37.71447,-122.19347,CALIFORNIA,2011,94577,WASTE MANAGEMENT INC OYSTER BAY,POINT (-2258313.860140557 1944031.1994539432),no,22431.72200693171
599 HIGHWAY 31,SAGINAW,956.5,SHELBY,1004569,CH4,METHANE,33.2186,-86.7859,ALABAMA,2011,35137,CARMEUSE LIME & STONE INC,POINT (852002.5963468078 1169030.2567843208),no,226471.0414528357
1009 WEST MONTGOMERY AVENUE,PHILADELPHIA,17.582,PHILADELPHIA,1005851,N2O,NITROUS OXIDE,39.979354,-75.151017,PENNSYLVANIA,2011,19122,TEMPLE UNIVERSITY,POINT (1750680.5714583334 2077475.8763614453),yes,0.0
P.O. Box 911,FALL RIVER,78.0,BRISTOL,1005481,CO2,CARBON DIOXIDE,41.70285,-71.16312,MASSACHUSETTS,2011,2722,LIBERTY UTILITIES - MASSACHUSETTS,POINT (2028646.2625387413 2344278.9569062875),no,25016.356386213527
1000 Consol Energy Drive ,CANONSBURG,3163.6,,1008784,CO2,CARBON DIOXIDE,40.2767073,-80.1651854,PENNSYLVANIA,2011,15317,CNX GAS CORPORATION-160 APPALACHIAN BASIN,POINT (1328650.0291591499 2028928.7965520148),no,24214.521078422564
129 Rue Beauregard,LAFAYETTE,30432.75,LAFAYETTE,1003754,CH4,METHANE,30.19283,-92.01245,LOUISIANA,2011,70508,KASH OIL & GAS - BASIN 220,POINT (383320.5090712898 798821.1137599509),no,328533.07892664976
10334 HWY 75 N,GEISMAR,46878.0,ASCENSION,1005856,CO2,CARBON DIOXIDE,30.218917,-91.03775,LOUISIANA,2011,70734,GEISMAR FRACTIONATION PLANT,POINT (476789.80834506627 806125.0403568704),no,422029.8007139015
