Address Line 1,City,County,State Name,is_major_city,distance_to_nearest_major_city,distance_to_coast,Facility ID,BIOCO2,CH4,CO2,HFC,HFE,N2O,NF3,OTHER,OTHER_FULL,PFC,SF6,VERY_SHORT
5761 UNDERWOOD ROAD,PASADENA,HARRIS,TEXAS,no,34634.49559450071,6526.683435233529,1006656,0.0,7.75,126382.5,0.0,0.0,9.238,0.0,0.0,0.0,0.0,0.0,0.0
5765 Service Building,ORONO,PENOBSCOT,MAINE,no,347045.5783708708,38446.1224467731,1002017,0.0,17.25,29310.6,0.0,0.0,28.906,0.0,0.0,0.0,0.0,0.0,0.0
577 Bosque County Road 3610,LAGUNA PARK,BOSQUE,TEXAS,no,117970.21145314637,321612.4292773222,1008020,0.0,296.0,638301.6,0.0,0.0,352.832,0.0,0.0,0.0,0.0,0.0,0.0
577 N. Garden Ridge Boulevard,LEWISVILLE,DENTON,TEXAS,no,37897.384284271975,412403.44766501535,1009439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3508.92,0.0
5775 Cummings Road,EUREKA,HUMBOLDT,CALIFORNIA,no,331833.76007829694,5728.39061206786,1007736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579 Old Dug Road,BEE BRANCH,VAN,ARKANSAS,no,220388.1210261034,603675.0073166335,1003931,0.0,15.75,33286.3,0.0,0.0,18.774,0.0,0.0,0.0,0.0,0.0,0.0
5792 SEVENTH AVENUE NE,TOWNER,MCHENRY,NORTH DAKOTA,no,660069.7381449944,1070617.853004945,1006505,0.0,619.5,94337.7,0.0,0.0,53.044,0.0,0.0,0.0,0.0,0.0,0.0
5795 WEST SIXTH ST,LUDINGTON,MASON,MICHIGAN,no,158049.03860005675,883500.3174788511,1007825,0.0,412.0,568262.7,0.0,0.0,314.092,0.0,0.0,0.0,0.0,0.0,0.0
5799 CHURCH POINT HIGHWAY,RAYNE,ACADIA,LOUISIANA,no,306584.53696764755,60637.28188310007,1007394,0.0,7144.5,28064.4,0.0,0.0,15.794,0.0,0.0,0.0,0.0,0.0,0.0
58 PICKETT DISTRICT RD,NEW MILFORD,LITCHFIELD,CONNECTICUT,no,87734.35879973801,46346.13464699591,1006065,0.0,68.5,145153.8,0.0,0.0,81.652,0.0,0.0,0.0,0.0,0.0,0.0
58 R PULASKI ST,PEABODY,ESSEX,MASSACHUSETTS,no,28315.1798020428,3768.421223757618,1000666,0.0,4.5,8562.0,0.0,0.0,7.152,0.0,0.0,0.0,0.0,0.0,0.0
58 WESCOR ROAD,HAWESVILLE,HANCOCK,KENTUCKY,no,193289.8314003845,797173.5846391856,1000961,1381197.9,41659.25,99072.1,0.0,0.0,20805.168,0.0,0.0,0.0,0.0,0.0,0.0
58.840829 North 135.044064 West,JUNEAU,JUNEAU,ALASKA,no,1491438.4152362219,2179.8690887841854,1007526,21.0,26.5,25642.2,0.0,0.0,63.176,0.0,0.0,0.0,0.0,0.0,0.0
580 HUBBARD ST,BATTLE CREEK,CALHOUN,MICHIGAN,no,171732.9713282064,783382.6815998402,1003880,0.0,29114.979925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580 HUFFINES BLVD,LEWISVILLE,DENTON,TEXAS,no,32445.81493040819,408030.069635104,1007780,0.0,237222.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580 TAMPICO RD,TAMPICO,WHITESIDE,ILLINOIS,no,175479.30416710392,1108558.3369077789,1001560,0.0,1615.5,48882.3,0.0,0.0,27.416,0.0,0.0,0.0,0.0,0.0,0.0
580 Westvaco Road,GREEN RIVER,SWEETWATER,WYOMING,no,217405.71505598704,1085629.3354436292,1006324,0.0,3467.25,1835938.0,0.0,0.0,5941.822,0.0,0.0,0.0,0.0,0.0,0.0
5800 HIGHWAY 90 WEST,AVONDALE,JEFFERSON,LOUISIANA,no,494957.7607139133,14252.536678336723,1002587,0.0,112341.75,80.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5800 LYNCH DRIVE,NORTH LITTLE ROCK,PULASKI,ARKANSAS,no,206113.50790155982,520590.9188020173,1001429,0.0,39.5,85480.3,0.0,0.0,47.382,0.0,0.0,0.0,0.0,0.0,0.0
5800 SOUTH 6770 W HATTON ROAD WEST,MEADOW,MILLARD,UTAH,no,218047.1089170276,764263.2278561422,1005805,0.0,645.0,71727.3,0.0,0.0,40.528,0.0,0.0,0.0,0.0,0.0,0.0
5801 BRIGHTON BLVD,COMMERCE CITY,ADAMS,COLORADO,no,7600.533794685595,1208432.4016361004,1007923,0.0,5501.0,743602.3,0.0,0.0,511.07,0.0,0.0,0.0,0.0,0.0,0.0
5801 EAST MARGINAL WAY SOUTH,SEATTLE,KING,WASHINGTON,yes,0.0,1279.431896734157,1000024,0.0,27.25,80318.3,0.0,0.0,32.482,0.0,0.0,0.0,0.0,0.0,0.0
5801 ROCK CUT ROAD,JAMESVILLE,ONONDAGA,NEW YORK,no,303933.04066125955,249013.85964665364,1006772,179902.0,2784.0,136475.9,0.0,0.0,4355.568,0.0,0.0,0.0,0.0,0.0,0.0
5808 State Highway 18,LUCERNE VALLEY,SAN,CALIFORNIA,no,72397.55636623039,129973.4007881928,1005662,39073.0,1512.75,934421.0,0.0,0.0,2515.418,0.0,0.0,0.0,0.0,0.0,0.0
581 TRUDEAU ROAD,BETHLEHEM,GRAFTON,NEW HAMPSHIRE,no,221188.3096603679,126996.17253832008,1005255,0.0,44669.0,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582 W EADS PARKWAY,LAWRENCEBURG,DEARBORN,INDIANA,no,31403.311174326718,650394.0109168655,1000138,0.0,736.75,1589384.7,0.0,0.0,878.206,0.0,0.0,0.0,0.0,0.0,0.0
582 WILLAMETTE RD,BENNETTSVILLE,MARLBORO,SOUTH CAROLINA,no,118004.84916991527,129505.63591673308,1004877,0.0,21.75,46598.3,0.0,0.0,25.926,0.0,0.0,0.0,0.0,0.0,0.0
5821 SHULER ROAD,MARYSVILLE,UNION,ARKANSAS,no,346739.2791031309,365073.51698499784,1008038,0.0,12.75,27128.2,0.0,0.0,15.198,0.0,0.0,0.0,0.0,0.0,0.0
5825 WEST 400 SOUTH,PORTLAND,JAY,INDIANA,yes,0.0,694826.2486948069,1007671,10406.790742,36316.288925,389.189,0.0,0.0,38.118074,0.0,0.0,0.0,0.0,0.0,0.0
583 LONGVIEW ROAD,BOYERTOWN,BERKS,PENNSYLVANIA,no,63120.72323983018,64564.08733059462,1005733,0.0,113580.25,96.8,0.0,0.0,0.298,0.0,0.0,0.0,0.0,0.0,0.0
585 JARRETT ROAD,NICHOLSON,JACKSON,GEORGIA,no,99005.83368201976,288683.2440818203,1001147,0.0,61.75,138114.0,0.0,0.0,74.202,0.0,0.0,0.0,0.0,0.0,0.0
585 Myrtle Street,MORGAN CITY,ST.,LOUISIANA,no,406170.7429934865,10025.692564971505,1005917,0.0,6.25,13911.0,0.0,0.0,7.45,0.0,0.0,0.0,0.0,0.0,0.0
585 SILICON DRIVE,LEECHBURG,ARMSTRONG,PENNSYLVANIA,no,38001.54369288232,290728.9654858141,1005006,0.0,22.5,49389.0,0.0,0.0,29.8,0.0,0.0,0.0,0.0,0.0,0.0
585 Willamette Rd,BENNETTSVILLE,MARLBORO,SOUTH CAROLINA,no,116316.04659807484,131041.72606832354,1000324,975565.0,7929.25,64863.4,0.0,0.0,14944.402,0.0,0.0,0.0,0.0,0.0,0.0
585 Woodruff 816,AUGUSTA,WOODRUFF,ARKANSAS,no,127257.10597629413,553718.5076158865,1001434,0.0,23.0,39705.7,0.0,0.0,32.184,0.0,0.0,0.0,0.0,0.0,0.0
5850 SAN FELIPE SUITE 250,HOUSTON,HARRIS,TEXAS,yes,0.0,40727.07052593558,1006770,0.0,15798.25,4477.7,0.0,0.0,87.314,0.0,0.0,0.0,0.0,0.0,0.0
5851 Legacy Circle,PLANO,COLLIN,TEXAS,no,32170.82935120194,406559.2567161478,1006404,0.0,30163.5,64.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5851 Legacy Circle,PLANO,COLLIN,TEXAS,no,32170.82935120194,406559.2567161478,1006420,0.0,41219.0,66849.9,0.0,0.0,131.418,0.0,0.0,0.0,0.0,0.0,0.0
5851 Legacy Circle,PLANO,COLLIN,TEXAS,no,32170.82935120194,406559.2567161478,1008266,0.0,45202.5,57840.9,0.0,0.0,81.95,0.0,0.0,0.0,0.0,0.0,0.0
5855 3rd St SE,JAMESTOWN,STUTSMAN,NORTH DAKOTA,no,468473.2091055066,1153651.8623088489,1006865,0.0,16.0,32477.8,0.0,0.0,19.668,0.0,0.0,0.0,0.0,0.0,0.0
586 E US Highway 36 - Box 157,HAMMOND,MOULTRIE,ILLINOIS,no,192094.57083600457,973442.43363153,1002419,0.0,4563.5,70990.2,0.0,0.0,38.74,0.0,0.0,0.0,0.0,0.0,0.0
586 HIGHWAY 44,LA PLACE,ST,LOUISIANA,no,470181.16415543074,11970.148968229541,1001715,0.0,43.0,91370.0,0.0,0.0,51.256,0.0,0.0,0.0,0.0,0.0,0.0
5864 Bennett Lawson Rd,MANSFIELD,TARRANT,TEXAS,no,47529.76202262508,377063.9892790426,1006720,0.0,18.75,39827.0,0.0,0.0,22.35,0.0,0.0,0.0,0.0,0.0,0.0
588 Meadowlark Drive,MONROE,OUACHITA,LOUISIANA,no,345152.3459367289,287697.43990674237,1003284,0.0,75174.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588 Shoals Ridge Road,RURAL RETREAT,WYTHE,VIRGINIA,no,196114.90742568215,353527.5098275765,1008373,0.0,491.5,29951.5,0.0,0.0,16.688,0.0,0.0,0.0,0.0,0.0,0.0
5880 FM 1233,CRANE,CRANE,TEXAS,no,454756.97594191064,637932.073754448,1003767,0.0,5137.25,105972.2,0.0,0.0,58.706,0.0,0.0,0.0,0.0,0.0,0.0
5880 UP RIVER ROAD,CORPUS CHRISTI,NUECES,TEXAS,no,209495.5424477408,2078.537645583261,1003724,0.0,0.0,384317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5887 SOUTH TAFT HILL ROAD,FORT COLLINS,LARIMER,COLORADO,no,84781.67175158634,1259449.8974447811,1005928,0.0,133480.25,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589 Gulf South Compressor Station Rd.,TALLULAH,MADISON,LOUISIANA,no,322751.1357022386,240999.33249127885,1004946,0.0,5776.0,120124.7,0.0,0.0,67.646,0.0,0.0,0.0,0.0,0.0,0.0
5895 LAFIN DR,BEAUMONT,JEFFERSON,TEXAS,no,124231.55103607065,26915.336889863294,1002065,0.0,249651.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59 Route 10,EAST HANOVER,MORRIS,NEW JERSEY,no,35825.71332514248,24741.49895929355,1003098,261.0,18.0,29748.0,0.0,0.0,24.138,0.0,0.0,0.0,0.0,0.0,0.0
59 VASSAR ST,CAMBRIDGE,MIDDLESEX,MASSACHUSETTS,no,4777.197151060702,3663.413497659025,1001289,0.0,66.5,141761.0,0.0,0.0,80.46,0.0,0.0,0.0,0.0,0.0,0.0
590 NW Loop 820,FORT WORTH,TARRANT,TEXAS,no,66099.34299548213,420502.2579716251,1004141,0.0,15.5,33081.0,0.0,0.0,18.476,0.0,0.0,0.0,0.0,0.0,0.0
590 PLANT ROAD,DRESDEN,YATES,NEW YORK,no,324984.7634615082,289601.4601960507,1000774,44.0,321.75,102969.5,0.0,0.0,554.876,0.0,0.0,0.0,0.0,0.0,0.0
5900 COMMERCE ROAD,FORT SMITH,SEBASTIAN,ARKANSAS,no,355372.94732706016,593749.4020568773,1006026,0.0,106972.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5900 DARWIN RD,WEST TERRE HAUTE,VIGO,INDIANA,no,123886.059059716,878316.6372431837,1000799,0.0,413.0,901755.2,0.0,0.0,492.296,0.0,0.0,0.0,0.0,0.0,0.0
5900 HANNAN ROAD,WAYNE,WAYNE,MICHIGAN,no,29708.85689663712,652948.1151635741,1003582,0.0,153925.25,679.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5900 HIGHWAY 225 EAST,DEER PARK,HARRIS,TEXAS,no,26255.37282162591,6167.789110245154,1007002,0.0,9611.0,4353640.7,0.0,0.0,2622.102,0.0,0.0,0.0,0.0,0.0,0.0
5900 HWY 225  Gate 8A,DEER PARK,HARRIS,TEXAS,no,27593.17554058499,4816.230564780536,1001711,0.0,38.5,100135.0,0.0,0.0,44.7,0.0,0.0,0.0,0.0,0.0,0.0
5900 NORTHWEST GREENVILLE BOULEVARD,GREENVILLE,PITT,NORTH CAROLINA,no,116716.83906920257,30923.99032013646,1001771,0.0,17.0,35455.8,0.0,0.0,21.754,0.0,0.0,0.0,0.0,0.0,0.0
5900 OSTROM ROAD,WHEATLAND,YUBA,CALIFORNIA,no,57233.94069910533,106888.09740154383,1004745,0.0,158187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5900 UP RIVER ROAD,CORPUS CHRISTI,NUECES,TEXAS,no,208634.97429888364,1831.2691424985514,1008110,0.0,10474.525,3037399.766,0.0,0.0,7984.91,0.0,0.0,0.0,0.0,0.0,0.0
5901 PAYTON AVE,RIVERSIDE,RIVERSIDE,CALIFORNIA,yes,0.0,56441.14736167854,1000471,0.0,11.5,26477.6,0.0,0.0,13.708,0.0,0.0,0.0,0.0,0.0,0.0
5901 YOUNG PINE RD,ORLANDO,ORANGE,FLORIDA,yes,0.0,42747.5332933156,1008215,0.0,339929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5902 State Road 76,VINLAND,WINNEBAGO,WISCONSIN,no,125033.76482228693,953568.8558318196,1009824,0.0,38582.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5911 CR 136,PAWNEE,BEE,TEXAS,no,103313.65550402085,97856.56897949529,1008604,0.0,87844.25,310741.7,0.0,0.0,341.806,0.0,0.0,0.0,0.0,0.0,0.0
59200 Winters Road  1/2 mile east of Avalon Road,LANDERS,SAN,CALIFORNIA,no,99723.93118225424,145520.33610977227,1007424,0.0,37220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59231 Main Camp Road,MCKITTRICK,KERN,CALIFORNIA,no,179780.0273067114,83387.35848936491,1002315,0.0,19.0,40069.7,0.0,0.0,22.648,0.0,0.0,0.0,0.0,0.0,0.0
59231 Main Camp Road,MCKITTRICK,KERN,CALIFORNIA,no,179780.0273067114,83387.35848936491,1005790,0.0,97.75,207038.8,0.0,0.0,116.518,0.0,0.0,0.0,0.0,0.0,0.0
59231 Main Camp Road,MCKITTRICK,KERN,CALIFORNIA,no,179780.0273067114,83387.35848936491,1006844,0.0,35.0,74029.6,0.0,0.0,41.72,0.0,0.0,0.0,0.0,0.0,0.0
59231 Main Camp Road,MCKITTRICK,KERN,CALIFORNIA,no,191377.8795865168,90537.67822094493,1006845,0.0,2456.75,1427960.3,0.0,0.0,791.488,0.0,0.0,0.0,0.0,0.0,0.0
5926 SHEILA ST,CITY OF COMMERCE,LOS,CALIFORNIA,no,26729.8301486988,25788.436975084343,1003182,55155.6,922.5,51488.9,0.0,0.0,1443.512,0.0,0.0,0.0,0.0,0.0,0.0
5929 E. STATE HWY. 18,BLYTHEVILLE,MISSISSIPPI,ARKANSAS,no,90425.28663788254,598599.6869225345,1007642,0.0,139.25,585969.0,0.0,0.0,169.264,0.0,0.0,0.0,0.0,0.0,0.0
593 EDDY ST.,PROVIDENCE,PROVIDENCE,RHODE ISLAND,yes,0.0,1110.4156952779917,1005587,0.0,25.75,49207.2,0.0,0.0,36.356,0.0,0.0,0.0,0.0,0.0,0.0
5931 E MARGINAL WY S,SEATTLE,KING,WASHINGTON,yes,0.0,1711.9700218794555,1006572,0.0,15.5,32750.0,0.0,0.0,18.476,0.0,0.0,0.0,0.0,0.0,0.0
5935 WEST 4700 SOUTH,WEST VALLEY CITY,SALT,UTAH,no,15014.051075615742,857189.6393874122,1000117,0.0,49.75,107306.0,0.0,0.0,59.302,0.0,0.0,0.0,0.0,0.0,0.0
5936 PERKINS ROAD,OXNARD,VENTURA,CALIFORNIA,no,71208.86590582249,430.93638421930547,1006048,0.0,49.5,105010.8,0.0,0.0,59.004,0.0,0.0,0.0,0.0,0.0,0.0
595 CEAMON PITTMAN ROAD,WAYNESBORO,WAYNE,MISSISSIPPI,no,416439.2181491556,106822.64373333563,1002278,0.0,20.0,42588.0,0.0,0.0,23.84,0.0,0.0,0.0,0.0,0.0,0.0
595 LITTLE MOUNTAIN ROAD,WELLFORD,SPARTANBURG,SOUTH CAROLINA,no,120651.12382146256,298523.4580565777,1004251,7313.2,24488.75,0.0,0.0,0.0,26.224,0.0,0.0,0.0,0.0,0.0,0.0
595 PLANT ROAD,NEW FLORENCE,INDIANA,PENNSYLVANIA,no,79356.08289757413,237519.39195645094,1001174,0.0,9453.25,3212091.8,0.0,0.0,16401.324,0.0,0.0,0.0,0.0,0.0,0.0
595 Stewart Avenue,GARDEN CITY,NASSAU,NEW YORK,no,15713.334359557814,10901.530548318144,1008769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.4,0.0
5950 Old Highway 53,VIRGINIA,SAINT,MINNESOTA,no,293600.9903806647,927233.9185261944,1003669,0.0,6.0,332765.8,0.0,0.0,7.152,0.0,0.0,0.0,0.0,0.0,0.0
5950 Trails End Road,CACTUS,MOORE,TEXAS,no,485519.89221301436,954105.1956824566,1007824,0.0,23.25,49513.8,0.0,0.0,27.714,0.0,0.0,0.0,0.0,0.0,0.0
59511 WEST LINCOLN HWY,NEVADA,STORY,IOWA,no,328628.59575814975,1333596.068962103,1003737,91.4,502.5,172455.8,0.0,0.0,843.34,0.0,0.0,0.0,0.0,0.0,0.0
59530 CR 7 S,ELKHART,ELKHART,INDIANA,no,143120.90177128557,809865.9418827441,1007332,0.0,6825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5955 SCENIC HIGHWAY,BATON ROUGE,EAST,LOUISIANA,no,413245.04995135946,79534.74781548369,1003274,0.0,31.25,66426.4,0.0,0.0,37.25,0.0,0.0,0.0,0.0,0.0,0.0
5956 Sherry Lane  Suite 1500,DALLAS,DALLAS,TEXAS,yes,0.0,384337.92090993136,1009485,0.0,4106.5,17183.9,0.0,0.0,146.914,0.0,0.0,0.0,0.0,0.0,0.0
5960 Fenno Road,BETTENDORF,SCOTT,IOWA,no,230724.25345529342,1160659.4157784665,1009839,0.0,411.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5963 ALABAMA HWY SW,ROME,FLOYD,GEORGIA,no,100873.7364090575,425562.2545661276,1001506,0.0,9299.0,3154927.5,0.0,0.0,16128.654,0.0,0.0,0.0,0.0,0.0,0.0
59722 290th St.,MALVERN,MILLS,IOWA,no,231486.70722003604,1243847.3347466732,1003990,0.0,64305.75,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5975 LAMBIE ROAD,SUISUN CITY,SOLANO,CALIFORNIA,no,51974.026364183956,14846.89344086253,1000081,0.0,1.75,3557.0,0.0,0.0,2.086,0.0,0.0,0.0,0.0,0.0,0.0
599 EAST HARRISON ST.,GLENNS FERRY,ELMORE,IDAHO,no,368874.7411868097,713037.6681002051,1000578,0.0,0.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599 HIGHWAY 31,SAGINAW,SHELBY,ALABAMA,no,226471.0414528357,291781.8283117228,1004569,0.0,956.5,822024.0,0.0,0.0,1658.072,0.0,0.0,0.0,0.0,0.0,0.0
599 Northpark Drive,RIDGELAND,MADISON,MISSISSIPPI,no,302505.2348291457,224113.16216760073,1010197,0.0,4801.5,27069.2,0.0,0.0,16.092,0.0,0.0,0.0,0.0,0.0,0.0
5999 W BOEKEL ROAD,RATHDRUM,KOOTENAI,IDAHO,no,412748.15717968234,401734.5839547101,1001124,0.0,2.0,4694.2,0.0,0.0,2.384,0.0,0.0,0.0,0.0,0.0,0.0
5M S OF EARTH ON FM RD 1055,EARTH,LAMB,TEXAS,no,543022.7434181035,814236.0361696405,1006577,0.0,353.25,759355.1,0.0,0.0,423.458,0.0,0.0,0.0,0.0,0.0,0.0
5M SW OF SUNRAY FM RD 119,SUNRAY,MOORE,TEXAS,no,499663.99757659377,938971.6371308721,1000938,0.0,15.75,33745.0,0.0,0.0,18.774,0.0,0.0,0.0,0.0,0.0,0.0
6 4th street,HILLBURN,ROCKLAND,NEW YORK,no,39796.63437851892,18999.9139885139,1007157,0.0,0.15,145.2,0.0,0.0,0.298,0.0,0.0,0.0,0.0,0.0,0.0
6 Desta Dr. #3700,MIDLAND,MIDLAND,TEXAS,no,444050.8311397993,637306.6312020654,1006884,0.0,49420.0,1419.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6 Desta Drive Suite 3700,MIDLAND,MIDLAND,TEXAS,no,444050.8311397993,637306.6312020654,1006886,0.0,45408.5,8988.4,0.0,0.0,3.576,0.0,0.0,0.0,0.0,0.0,0.0
6 HOWARD AVE,BRIDGEPORT,FAIRFIELD,CONNECTICUT,no,65071.5605179242,428.3385424436331,1004283,419421.0,6287.5,251653.0,0.0,0.0,9834.0,0.0,0.0,0.0,0.0,0.0,0.0
6 MI SW OF,PORT FOURCHON,LAFOURCHE,LOUISIANA,no,497851.08535360673,413.2288828061429,1003000,0.0,12.0,24896.3,0.0,0.0,15.198,0.0,0.0,0.0,0.0,0.0,0.0
6 MI W ON COUNTY LINE RD,OKARCHE,KINGFISHER,OKLAHOMA,no,350281.82793038484,724825.3927705802,1006905,0.0,3991.025,68098.529,0.0,0.0,38.442,0.0,0.0,0.0,0.0,0.0,0.0
6 MILES N. OF CARLIN,CARLIN,EUREKA,NEVADA,no,358264.03138602216,544259.3765651233,1007540,0.0,41.5,78722.0,0.0,0.0,58.408,0.0,0.0,0.0,0.0,0.0,0.0
6.2 MI N ON SH18  2.3 MI W,FORT STOCKTON,PECOS,TEXAS,no,435789.32712646655,606608.3911787225,1004338,0.0,10.75,22745.9,0.0,0.0,12.814,0.0,0.0,0.0,0.0,0.0,0.0
6.2 MI N ON SH18  5.6 MI W,FORT STOCKTON,PECOS,TEXAS,no,459169.4576090791,630580.7785048913,1004248,0.0,2632.75,101569.5,0.0,0.0,31.886,0.0,0.0,0.0,0.0,0.0,0.0
60 BACTON HILL RD,FRAZER,CHESTER,PENNSYLVANIA,no,38489.3808837539,28772.833192252514,1007210,0.0,10591.0,106107.96,0.0,0.0,59.6,0.0,0.0,0.0,0.0,0.0,0.0
60 Columbus Blvd,HARTFORD,HARTFORD,CONNECTICUT,no,103487.1173772421,49905.17624838238,1010109,0.0,2.0,41241.3,0.0,0.0,2.384,0.0,0.0,0.0,0.0,0.0,0.0
60 EISENHOWER DRIVE,WESTBROOK,CUMBERLAND,MAINE,no,160200.35030386085,7299.813201192575,1001404,0.0,455.5,981869.5,0.0,0.0,542.956,0.0,0.0,0.0,0.0,0.0,0.0
60 Marsh Hill Rd,ORANGE,NEW,CONNECTICUT,no,85039.64503261363,1831.4192913322804,1005674,0.0,116995.25,970.1,0.0,0.0,0.596,0.0,0.0,0.0,0.0,0.0,0.0
600 10TH AVENUE SOUTH,MINNEAPOLIS,HENNEPIN,MINNESOTA,yes,0.0,1136960.9513443834,1005637,0.0,13.525,28636.6,0.0,0.0,16.092,0.0,0.0,0.0,0.0,0.0,0.0
600 17th Street  Suite 1600N,DENVER,DENVER,COLORADO,yes,0.0,1200797.2992778472,1009258,0.0,38350.5,2167.6,0.0,0.0,1.49,0.0,0.0,0.0,0.0,0.0,0.0
600 A ST,DIBOLL,ANGELINA,TEXAS,no,166387.61108762727,156612.0495046526,1002387,162333.8,1395.0,22263.3,0.0,0.0,2178.976,0.0,0.0,0.0,0.0,0.0,0.0
600 AFG ROAD,CHURCH HILL,HAWKINS,TENNESSEE,no,226404.0181677746,471341.82228937896,1005824,0.0,38.75,93378.5,0.0,0.0,46.19,0.0,0.0,0.0,0.0,0.0,0.0
600 BLEWETT FALLS ROAD,LILESVILLE,ANSON,NORTH CAROLINA,no,86416.7597745901,170072.8629909154,1000459,0.0,59.0,125780.2,0.0,0.0,71.52,0.0,0.0,0.0,0.0,0.0,0.0
600 COUNTY ROAD 41,AUTAUGAVILLE,AUTAUGA,ALABAMA,no,252231.47101502595,202134.68653744255,1001175,0.0,959.0,2067866.6,0.0,0.0,1143.128,0.0,0.0,0.0,0.0,0.0,0.0
600 COUNTY ROAD NP,MARQUETTE,MARQUETTE,MICHIGAN,no,383296.59133629303,692787.0552366648,1004073,0.0,0.0,85.1,0.0,0.0,0.298,0.0,0.0,0.0,0.0,0.0,0.0
600 CR 128,HUTTO,WILLIAMSON,TEXAS,no,38595.973820732564,225304.22899984338,1007799,0.0,80050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600 Connecticut Avenue,NEW HAVEN,NEW,CONNECTICUT,no,93741.23416227855,25.96527474582552,1005996,0.0,51.5,70251.3,0.0,0.0,105.79,0.0,0.0,0.0,0.0,0.0,0.0
600 E AVENUE F,LANCASTER,LOS,CALIFORNIA,no,75491.7565683652,88154.34813955094,1007841,0.0,25225.15,390.855,0.0,0.0,0.298,0.0,0.0,0.0,0.0,0.0,0.0
600 East Exchange Road,FORT WORTH,TARRANT,TEXAS,no,53734.024572453505,401983.34765722294,1009386,0.0,359986.5,280293.9,0.0,0.0,134.1,0.0,0.0,0.0,0.0,0.0,0.0
600 East Gude Drive,ROCKVILLE,MONTGOMERY,MARYLAND,no,25060.572091324724,23743.79314247336,1003432,5817.2,11882.0,0.0,0.0,0.0,20.86,0.0,0.0,0.0,0.0,0.0,0.0
600 INDUSTRIAL WAY,GOLDENDALE,KLICKITAT,WASHINGTON,no,144881.3983036433,186598.6329418708,1001436,0.0,101.75,219541.4,0.0,0.0,121.286,0.0,0.0,0.0,0.0,0.0,0.0
600 KAISER DRIVE,HEATH,LICKING,OHIO,no,44330.803268292904,471222.9047428181,1007957,0.0,18.75,39513.8,0.0,0.0,20.86,0.0,0.0,0.0,0.0,0.0,0.0
600 LIMEDALE ROAD,BATESVILLE,INDEPENDENCE,ARKANSAS,no,175372.59344744054,619011.7485175133,1002209,0.0,555.25,474230.0,0.0,0.0,934.23,0.0,0.0,0.0,0.0,0.0,0.0
600 MAYER STREET,BRIDGEVILLE,ALLEGHENY,PENNSYLVANIA,no,13212.901710524487,305635.7835189846,1005423,0.0,0.75,41130.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600 MERCHANTS CONCOURSE,WESTBURY,NASSAU,NEW YORK,no,17140.86286805069,10811.644355344164,1002398,598715.0,7455.0,305005.0,0.0,0.0,11633.026,0.0,0.0,0.0,0.0,0.0,0.0
600 MORGAN BOULEVARD,CAMDEN,CAMDEN,NEW JERSEY,no,11110.256895134633,1040.1060524127497,1000362,157178.2,2201.0,93224.9,0.0,0.0,3443.39,0.0,0.0,0.0,0.0,0.0,0.0
600 Market Street West,HURON,BEADLE,SOUTH DAKOTA,no,397737.96876822505,1415382.3528595993,1010712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1655.28,0.0
600 N 8TH ST,FERNANDINA BEACH,NASSAU,FLORIDA,no,43521.12418570038,2548.267372644029,1002272,1384927.0,12975.0,580178.0,0.0,0.0,24436.0,0.0,0.0,0.0,0.0,0.0,0.0
